,Poste,Note,Nb match,Variation,But,%Titu,Temps,Tps moy,Cleansheet,Pass decis.,Occas° créée,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Ligue,Valeur_Joueur,Note_Max,Note_Min_Sans_Zero,Note_Mediane
1114,A,5.35,26,1.41,12,0.62,1600,61.54,5.5,3.0,6.0,17.0,0.7605,606.0,2.0,11.0,40.21,32.0,0.0,0.0,Liga,62.0,8.5,3.5,4.25
1115,A,5.04,34,1.21,12,0.82,2398,70.53,12.0,3.0,7.0,14.0,0.6946,901.0,2.0,9.0,38.98,32.0,0.0,0.0,Liga,32.0,8.0,3.5,4.5
1116,MO,5.57,36,1.09,11,0.78,2311,64.19,11.5,4.0,6.0,17.0,0.7648,1165.0,21.0,21.0,49.12,42.0,0.0,0.0,Liga,26.0,8.5,4.0,5.0
1117,A,5.79,33,1.06,10,0.97,2831,85.79,12.0,9.0,15.0,48.0,0.8112,1975.0,5.0,22.0,48.3,47.0,0.0,0.0,Liga,61.0,7.5,4.0,5.5
1118,MO,5.47,36,1.1,10,0.89,2554,70.94,12.0,2.0,5.0,14.0,0.8394,1409.0,4.0,15.0,48.39,41.0,0.0,0.0,Liga,23.0,8.0,3.5,5.0
1119,A,5.29,36,1.13,10,0.94,2850,79.17,10.0,3.0,9.0,52.0,0.7078,1293.0,7.0,16.0,42.52,30.0,0.0,0.0,Liga,31.0,8.0,3.5,5.0
1120,A,5.26,31,1.0,10,0.94,2469,79.65,5.5,2.0,3.0,20.0,0.6963,762.0,6.0,3.0,47.15,21.0,0.0,0.0,Liga,18.0,7.5,4.0,4.75
1121,A,5.88,37,0.99,9,0.97,2988,80.76,12.5,5.0,7.0,29.0,0.7835,2025.0,19.0,30.0,45.23,37.0,0.0,0.0,Liga,35.0,8.0,4.0,6.0
1122,MO,5.64,35,1.08,9,0.83,2454,70.11,14.0,4.0,11.0,30.0,0.7479,1381.0,9.0,27.0,47.4,35.0,0.0,0.0,Liga,21.0,7.5,3.5,5.5
1123,A,5.62,34,1.31,9,0.74,2381,70.03,9.0,8.0,10.0,39.0,0.8686,1549.0,7.0,10.0,50.16,18.0,0.0,0.0,Liga,37.0,8.0,3.5,5.0
1124,MO,5.52,31,1.27,9,0.48,1428,46.06,8.0,6.0,9.0,24.0,0.8566,1004.0,5.0,10.0,59.18,10.0,0.0,0.0,Liga,38.0,8.0,3.0,4.75
1125,A,4.99,35,1.12,9,0.37,1449,41.4,5.0,1.0,7.0,20.0,0.7769,816.0,9.0,7.0,35.76,19.0,0.0,0.0,Liga,21.0,8.0,2.5,4.5
1126,A,4.8,32,0.84,9,0.25,1071,33.47,1.5,0.0,2.0,7.0,0.7271,310.0,2.0,6.0,39.86,40.0,0.0,0.0,Liga,21.0,7.0,3.5,4.5
1127,MO,5.63,34,0.94,8,0.82,2416,71.06,12.0,4.0,6.0,24.0,0.8122,1712.0,13.0,34.0,44.28,60.0,0.0,0.0,Liga,28.0,8.0,4.0,5.5
1128,A,5.09,29,1.28,8,0.79,1724,59.45,7.5,2.0,4.0,18.0,0.5918,795.0,9.0,5.0,43.93,25.0,0.0,0.0,Liga,36.0,7.5,2.5,4.5
1129,A,5.0,19,1.04,8,0.84,1469,77.32,4.0,3.0,4.0,10.0,0.7247,539.0,0.0,3.0,38.46,23.0,0.0,0.0,Liga,53.0,7.0,3.0,1.5
1130,A,4.97,31,1.03,8,0.55,1657,53.45,8.0,1.0,3.0,5.0,0.6149,464.0,4.0,8.0,40.0,10.0,0.0,0.0,Liga,24.0,7.5,3.5,4.5
1131,A,4.9,31,1.2,8,0.71,1808,58.32,11.0,0.0,1.0,6.0,0.6265,618.0,5.0,8.0,44.06,48.0,0.0,0.0,Liga,27.0,8.0,3.0,4.5
1132,A,4.8,35,1.21,8,0.94,2774,79.26,11.0,2.0,5.0,19.0,0.7557,1148.0,3.0,4.0,33.02,16.0,0.0,0.0,Liga,20.0,8.0,2.5,4.5
1133,MD,5.82,34,0.88,7,0.85,2509,73.79,14.0,4.0,8.0,10.0,0.8849,1932.0,16.0,20.0,67.3,11.0,0.0,0.0,Liga,29.0,7.0,4.5,5.5
1134,MO,5.51,36,0.98,7,0.69,2085,57.92,16.0,7.0,17.0,49.0,0.805,1708.0,14.0,19.0,49.6,22.0,0.0,0.0,Liga,28.0,7.5,4.0,5.0
1135,A,5.47,35,0.89,7,0.74,2330,66.57,9.0,3.0,6.0,31.0,0.8266,1510.0,12.0,15.0,43.51,24.0,0.0,0.0,Liga,17.0,7.5,4.0,5.0
1136,A,5.31,21,1.08,7,0.67,1231,58.62,7.5,3.0,5.0,8.0,0.7577,698.0,5.0,6.0,51.41,11.0,0.0,0.0,Liga,19.0,7.0,3.0,4.0
1137,A,5.26,37,0.78,7,0.68,2349,63.49,5.0,2.0,3.0,22.0,0.7898,923.0,10.0,11.0,40.18,16.0,0.0,0.0,Liga,23.0,7.0,4.0,5.0
1138,A,5.19,21,0.94,7,0.71,1273,60.62,3.0,2.0,0.0,1.0,0.7156,428.0,3.0,3.0,40.4,25.0,0.0,0.0,Liga,8.0,6.5,4.0,4.0
1139,A,5.04,36,0.97,7,0.33,1381,38.36,9.5,3.0,2.0,12.0,0.8183,874.0,5.0,9.0,37.91,18.0,0.0,0.0,Liga,20.0,8.0,4.0,4.5
1140,A,4.98,29,0.96,7,0.38,1204,41.52,2.0,0.0,2.0,13.0,0.6618,437.0,2.0,6.0,37.39,6.0,0.0,0.0,Liga,25.0,7.5,4.0,4.5
1141,A,4.81,35,1.22,7,0.83,2471,70.6,3.0,2.0,7.0,20.0,0.7667,1333.0,14.0,16.0,43.71,61.0,0.0,0.0,Liga,25.0,7.5,2.5,4.5
1142,MO,6.12,26,0.93,6,0.85,1981,76.19,16.5,1.0,10.0,7.0,0.8657,1742.0,13.0,22.0,53.55,8.0,0.0,0.0,Liga,36.0,7.5,4.0,5.5
1143,MO,5.72,36,0.97,6,0.92,2840,78.89,14.5,6.0,14.0,28.0,0.7948,1612.0,12.0,24.0,48.87,51.0,0.0,0.0,Liga,21.0,8.0,4.0,5.5
1144,MD,5.64,38,0.94,6,1.0,3327,87.55,8.5,3.0,16.0,23.0,0.7737,2148.0,25.0,36.0,57.4,31.0,0.0,0.0,Liga,26.0,8.0,4.0,5.5
1145,A,5.64,36,1.09,6,0.89,2674,74.28,10.5,4.0,7.0,46.0,0.7768,1533.0,8.0,14.0,44.96,23.0,0.0,0.0,Liga,22.0,8.0,3.0,5.5
1146,MO,5.47,37,0.96,6,0.73,2345,63.38,8.0,5.0,6.0,23.0,0.7371,1377.0,12.0,9.0,48.17,19.0,0.0,0.0,Liga,22.0,8.0,4.0,5.0
1147,MO,5.47,35,1.1,6,0.54,1942,55.49,6.5,2.0,12.0,20.0,0.7755,1216.0,7.0,18.0,40.07,58.0,0.0,0.0,Liga,21.0,8.5,3.5,5.0
1148,MO,5.47,38,0.88,6,0.87,2897,76.24,8.0,1.0,2.0,26.0,0.7988,1775.0,18.0,43.0,46.86,35.0,0.0,0.0,Liga,27.0,7.0,4.0,5.5
1149,MO,5.21,19,1.13,6,0.37,711,37.42,1.5,0.0,1.0,6.0,0.7261,356.0,3.0,3.0,40.22,7.0,0.0,0.0,Liga,7.0,9.0,4.5,2.25
1150,MO,5.17,32,0.9,6,0.63,1845,57.66,5.5,0.0,2.0,30.0,0.8005,1139.0,7.0,27.0,38.03,59.0,0.0,0.0,Liga,12.0,7.0,3.5,5.0
1151,A,5.04,26,0.94,6,0.58,1450,55.77,4.5,0.0,4.0,14.0,0.7451,653.0,7.0,13.0,41.62,24.0,0.0,0.0,Liga,21.0,7.0,3.5,4.5
1152,A,4.93,30,1.02,6,0.57,1421,47.37,8.0,1.0,1.0,16.0,0.7265,636.0,4.0,21.0,38.78,27.0,0.0,0.0,Liga,35.0,8.0,4.0,4.5
1153,A,4.89,38,0.91,6,0.71,2412,63.47,11.5,5.0,2.0,9.0,0.7891,852.0,2.0,10.0,38.35,12.0,0.0,0.0,Liga,26.0,7.0,3.5,4.75
1154,A,4.87,31,1.09,6,0.68,1873,60.42,2.0,1.0,2.0,5.0,0.7141,892.0,9.0,22.0,49.58,19.0,0.0,0.0,Liga,37.0,8.0,3.0,4.5
1155,A,4.87,26,0.96,6,0.62,1297,49.88,2.5,0.0,1.0,8.0,0.6959,420.0,4.0,2.0,37.41,23.0,0.0,0.0,Liga,26.0,7.0,3.5,4.25
1156,A,4.67,29,1.05,6,0.48,1330,45.86,3.0,1.0,3.0,9.0,0.7106,388.0,0.0,4.0,38.1,8.0,0.0,0.0,Liga,13.0,7.5,2.5,4.25
1157,MO,5.83,35,0.93,5,0.97,2885,82.43,11.0,5.0,6.0,37.0,0.7144,1427.0,34.0,29.0,52.04,36.0,0.0,0.0,Liga,26.0,8.0,4.0,5.5
1158,DC,5.67,33,1.06,5,0.91,2703,81.91,11.0,0.0,1.0,4.0,0.8769,2292.0,43.0,31.0,65.29,35.0,0.0,0.0,Liga,50.0,7.5,3.0,5.5
1159,A,5.48,25,1.33,5,0.64,1414,56.56,8.5,7.0,8.0,25.0,0.8112,1120.0,0.0,11.0,43.98,16.0,0.0,0.0,Liga,39.0,9.0,4.0,4.5
1160,A,5.13,28,1.01,5,0.86,1743,62.25,5.5,1.0,1.0,9.0,0.6613,848.0,19.0,20.0,44.7,30.0,0.0,0.0,Liga,29.0,7.0,3.5,4.5
1161,A,4.7,25,0.82,5,0.8,1459,58.36,4.5,2.0,3.0,8.0,0.7401,497.0,2.0,4.0,36.36,18.0,0.0,0.0,Liga,25.0,7.0,3.5,4.0
1162,MO,5.6,31,1.07,4,0.9,2412,77.81,7.0,3.0,7.0,20.0,0.8103,1793.0,14.0,13.0,46.86,9.0,0.0,0.0,Liga,17.0,8.0,3.5,5.5
1163,A,5.58,36,0.87,4,0.86,2464,68.44,14.0,5.0,10.0,27.0,0.7841,1330.0,17.0,36.0,47.42,65.0,0.0,0.0,Liga,20.0,7.5,4.0,5.5
1164,MO,5.53,33,0.82,4,0.58,1746,52.91,10.0,3.0,9.0,13.0,0.8946,1743.0,12.0,11.0,43.51,21.0,0.0,0.0,Liga,25.0,8.0,4.5,5.0
1165,DL,5.5,23,1.04,4,0.65,1305,56.74,9.0,1.0,1.0,4.0,0.9234,1075.0,11.0,15.0,50.0,19.0,0.0,0.0,Liga,13.0,8.0,3.5,5.0
1166,MO,5.46,27,0.89,4,0.89,1876,69.48,6.5,3.0,2.0,3.0,0.8619,1018.0,7.0,15.0,47.74,24.0,0.0,0.0,Liga,21.0,7.0,4.0,5.0
1167,DL,5.39,23,0.84,4,0.52,1141,49.61,4.0,1.0,2.0,8.0,0.9009,1095.0,6.0,23.0,57.14,23.0,0.0,0.0,Liga,15.0,7.5,4.0,5.0
1168,MO,5.38,34,0.82,4,0.74,2187,64.32,7.0,4.0,7.0,15.0,0.7216,1140.0,12.0,8.0,42.61,27.0,0.0,0.0,Liga,25.0,8.5,4.0,5.0
1169,MO,5.37,31,1.1,4,0.77,1951,62.94,11.5,3.0,3.0,18.0,0.7442,852.0,6.0,21.0,50.64,15.0,0.0,0.0,Liga,14.0,8.0,3.5,5.0
1170,MO,5.34,19,1.16,4,0.58,1162,61.16,4.0,0.0,1.0,9.0,0.745,704.0,8.0,14.0,49.75,15.0,0.0,0.0,Liga,28.0,7.5,3.5,1.75
1171,A,5.23,30,0.94,4,0.6,1508,50.27,4.5,3.0,4.0,23.0,0.7263,987.0,9.0,26.0,44.37,24.0,0.0,0.0,Liga,18.0,7.0,4.0,5.0
1172,DL,5.17,33,0.87,4,1.0,2871,87.0,13.0,2.0,4.0,15.0,0.7909,2293.0,17.0,44.0,48.68,22.0,0.0,0.0,Liga,20.0,7.0,3.0,5.0
1173,MO,5.16,25,0.95,4,0.68,1367,54.68,5.5,0.0,5.0,14.0,0.8537,931.0,8.0,12.0,37.97,32.0,0.0,0.0,Liga,17.0,7.0,4.0,4.5
1174,MO,5.16,37,0.96,4,0.7,2301,62.19,6.0,1.0,6.0,34.0,0.7524,1413.0,10.0,36.0,42.34,48.0,0.0,0.0,Liga,13.0,8.0,3.0,5.0
1175,MO,5.14,32,1.04,4,0.72,2074,64.81,5.0,0.0,1.0,33.0,0.7946,1149.0,26.0,21.0,48.39,32.0,0.0,0.0,Liga,16.0,8.0,3.5,5.0
1176,DC,5.1,31,1.19,4,1.0,2569,82.87,10.0,0.0,0.0,12.0,0.7847,1695.0,14.0,18.0,62.2,23.0,0.0,0.0,Liga,19.0,8.0,3.0,5.0
1177,MO,4.96,23,0.78,4,0.61,1217,52.91,5.0,1.0,4.0,8.0,0.7546,573.0,3.0,8.0,36.88,15.0,0.0,0.0,Liga,25.0,6.5,4.0,4.25
1178,A,4.96,28,1.2,4,0.68,1513,54.04,4.5,2.0,1.0,22.0,0.73,937.0,4.0,20.0,48.21,27.0,0.0,0.0,Liga,11.0,8.0,2.0,4.5
1179,A,4.95,22,0.97,4,0.41,920,41.82,2.0,0.0,2.0,2.0,0.8038,405.0,4.0,10.0,41.18,15.0,0.0,0.0,Liga,10.0,8.0,4.0,4.0
1180,A,4.88,21,1.4,4,0.86,1495,71.19,3.5,4.0,4.0,12.0,0.6992,645.0,5.0,10.0,38.96,36.0,0.0,0.0,Liga,21.0,8.0,2.5,3.5
1181,MO,4.76,33,0.9,4,0.42,1381,41.85,8.0,2.0,8.0,15.0,0.7826,830.0,2.0,7.0,46.43,17.0,0.0,0.0,Liga,16.0,7.0,2.5,4.5
1182,A,4.71,19,0.98,4,0.47,804,42.32,2.5,0.0,1.0,6.0,0.6808,325.0,0.0,2.0,45.08,21.0,0.0,0.0,Liga,8.0,6.5,3.0,1.5
1183,A,4.69,32,0.95,4,0.63,1711,53.47,1.5,4.0,3.0,11.0,0.7015,656.0,3.0,7.0,45.16,34.0,0.0,0.0,Liga,14.0,7.0,3.0,4.5
1184,A,4.54,34,0.97,4,0.24,1113,32.74,0.5,0.0,0.0,4.0,0.7495,471.0,1.0,7.0,32.96,32.0,0.0,0.0,Liga,16.0,7.5,2.0,4.5
1185,MO,5.76,19,0.93,3,0.89,1492,78.53,6.0,6.0,2.0,8.0,0.7265,787.0,7.0,8.0,47.32,8.0,0.0,0.0,Liga,25.0,8.0,4.5,2.25
1186,MO,5.67,33,0.92,3,0.85,2458,74.48,7.5,2.0,5.0,3.0,0.8813,1788.0,10.0,17.0,50.31,14.0,0.0,0.0,Liga,22.0,8.0,4.0,5.5
1187,MO,5.66,37,1.17,3,1.0,3289,88.89,13.0,4.0,7.0,14.0,0.902,3001.0,28.0,38.0,57.72,30.0,0.0,0.0,Liga,31.0,8.0,4.0,5.5
1188,MD,5.55,28,0.81,3,0.79,1958,69.93,6.0,0.0,3.0,10.0,0.8841,1298.0,19.0,13.0,59.49,18.0,0.0,0.0,Liga,22.0,7.5,4.0,5.0
1189,MO,5.53,19,0.92,3,0.89,1394,73.37,4.0,1.0,3.0,19.0,0.825,712.0,15.0,16.0,43.95,31.0,0.0,0.0,Liga,14.0,7.5,4.0,2.0
1190,MO,5.49,35,0.95,3,0.74,2115,60.43,11.5,6.0,5.0,15.0,0.7654,1045.0,20.0,23.0,39.72,49.0,0.0,0.0,Liga,17.0,8.0,4.0,5.25
1191,DC,5.42,26,0.98,3,0.92,2111,81.19,10.0,2.0,3.0,2.0,0.8722,1765.0,19.0,15.0,48.54,27.0,0.0,0.0,Liga,18.0,7.5,4.0,5.0
1192,MD,5.4,20,0.99,3,0.95,1656,82.8,1.5,1.0,1.0,2.0,0.8962,1412.0,15.0,18.0,60.87,16.0,0.0,0.0,Liga,6.0,7.5,4.0,4.0
1193,MD,5.33,33,0.79,3,0.94,2451,74.27,8.5,0.0,1.0,9.0,0.8704,2075.0,17.0,25.0,53.58,29.0,0.0,0.0,Liga,20.0,7.0,4.0,5.0
1194,A,5.3,33,0.9,3,0.85,2470,74.85,13.0,2.0,3.0,15.0,0.7608,1069.0,24.0,38.0,46.28,50.0,0.0,0.0,Liga,31.0,7.0,3.5,5.0
1195,MO,5.28,32,0.76,3,0.84,2148,67.13,7.0,1.0,3.0,15.0,0.8069,1406.0,10.0,22.0,42.13,30.0,0.0,0.0,Liga,21.0,7.0,4.0,5.0
1196,MD,5.27,31,0.77,3,0.35,1087,35.06,4.0,1.0,1.0,3.0,0.719,736.0,15.0,27.0,55.11,34.0,0.0,0.0,Liga,12.0,7.5,4.0,5.0
1197,DL,5.26,21,1.0,3,0.76,1475,70.24,4.5,2.0,5.0,9.0,0.7285,1064.0,21.0,17.0,54.48,15.0,0.0,0.0,Liga,16.0,7.0,3.5,3.75
1198,MO,5.26,31,1.0,3,0.74,2016,65.03,6.0,6.0,3.0,3.0,0.7466,1181.0,25.0,14.0,43.69,36.0,0.0,0.0,Liga,10.0,8.0,4.0,5.0
1199,MD,5.25,34,1.06,3,0.91,2777,81.68,6.5,1.0,1.0,4.0,0.8855,1953.0,35.0,36.0,64.8,26.0,0.0,0.0,Liga,21.0,7.5,2.0,5.0
1200,MO,5.21,35,0.89,3,0.83,2469,70.54,12.5,2.0,0.0,4.0,0.8394,1643.0,33.0,46.0,46.8,49.0,0.0,0.0,Liga,13.0,7.0,3.5,5.0
1201,MO,5.21,35,0.97,3,0.66,2146,61.31,8.5,5.0,3.0,29.0,0.8701,1101.0,6.0,23.0,39.44,35.0,0.0,0.0,Liga,20.0,8.0,4.0,5.0
1202,MO,5.17,24,0.8,3,0.75,1590,66.25,5.0,3.0,6.0,1.0,0.8553,904.0,10.0,7.0,36.97,18.0,0.0,0.0,Liga,9.0,7.0,4.0,4.5
1203,MO,5.16,34,0.94,3,0.82,2164,63.65,11.5,4.0,5.0,13.0,0.8275,1527.0,9.0,33.0,39.69,77.0,0.0,0.0,Liga,25.0,7.0,3.0,5.0
1204,DC,5.16,29,0.96,3,0.97,2448,84.41,7.0,0.0,0.0,7.0,0.8068,1483.0,19.0,17.0,56.14,23.0,0.0,0.0,Liga,14.0,7.0,3.5,4.75
1205,MO,5.14,28,0.76,3,0.61,1572,56.14,7.5,0.0,1.0,3.0,0.8131,889.0,8.0,7.0,38.02,7.0,0.0,0.0,Liga,11.0,7.5,4.0,5.0
1206,MD,5.13,36,0.93,3,0.78,2574,71.5,8.5,3.0,1.0,1.0,0.8328,1856.0,37.0,36.0,49.51,43.0,0.0,0.0,Liga,18.0,7.0,3.5,5.0
1207,MD,5.13,31,0.93,3,0.71,2048,66.06,11.0,0.0,3.0,6.0,0.8011,1366.0,19.0,32.0,44.92,45.0,0.0,0.0,Liga,16.0,7.0,2.5,5.0
1208,MO,5.11,27,0.92,3,0.78,1728,64.0,4.5,2.0,6.0,15.0,0.7334,1147.0,6.0,9.0,37.22,11.0,0.0,0.0,Liga,20.0,8.0,3.5,4.5
1209,DL,5.1,30,1.14,3,0.7,1912,63.73,4.0,2.0,9.0,16.0,0.7751,1626.0,23.0,37.0,57.89,32.0,0.0,0.0,Liga,12.0,8.0,2.0,5.0
1210,MO,5.09,23,0.65,3,0.39,871,37.87,5.0,1.0,1.0,10.0,0.753,604.0,5.0,15.0,46.2,23.0,0.0,0.0,Liga,9.0,6.5,4.5,4.5
1211,DL,5.04,35,1.21,3,1.0,3121,89.17,11.0,0.0,0.0,5.0,0.8599,2127.0,28.0,35.0,58.33,18.0,0.0,0.0,Liga,17.0,7.5,2.0,5.25
1212,MD,4.97,33,0.86,3,0.7,2028,61.45,5.5,2.0,5.0,14.0,0.8223,1344.0,17.0,32.0,47.35,45.0,0.0,0.0,Liga,17.0,7.0,3.0,5.0
1213,DL,4.97,19,0.96,3,0.68,1120,58.95,0.5,1.0,1.0,9.0,0.7766,701.0,14.0,20.0,43.45,33.0,0.0,0.0,Liga,8.0,8.0,4.0,2.0
1214,A,4.95,28,0.81,3,0.36,1147,40.96,3.0,1.0,2.0,13.0,0.7019,678.0,10.0,8.0,49.43,14.0,0.0,0.0,Liga,10.0,7.0,4.0,4.5
1215,DL,4.95,33,0.82,3,0.97,2736,82.91,3.5,4.0,6.0,9.0,0.8147,2039.0,25.0,44.0,57.53,36.0,0.0,0.0,Liga,15.0,7.0,3.5,4.5
1216,DC,4.91,34,1.07,3,0.97,2999,88.21,3.5,0.0,0.0,5.0,0.8385,1675.0,28.0,18.0,56.1,24.0,0.0,0.0,Liga,14.0,7.0,2.5,4.75
1217,A,4.83,18,0.71,3,0.56,889,49.39,2.0,1.0,1.0,11.0,0.6928,302.0,1.0,2.0,48.1,4.0,0.0,0.0,Liga,15.0,6.0,4.0,0.0
1218,A,4.68,31,0.8,3,0.71,1677,54.1,11.5,0.0,0.0,11.0,0.6951,673.0,5.0,15.0,41.5,21.0,0.0,0.0,Liga,13.0,7.0,3.5,4.5
1219,A,4.62,33,0.81,3,0.39,1394,42.24,1.5,1.0,2.0,8.0,0.6143,556.0,15.0,9.0,35.45,31.0,0.0,0.0,Liga,7.0,6.5,3.0,4.5
1220,DC,4.58,20,0.98,3,0.9,1589,79.45,1.5,0.0,0.0,1.0,0.7557,1004.0,14.0,8.0,57.69,17.0,0.0,0.0,Liga,9.0,6.0,2.0,2.5
1221,MD,6.08,30,0.77,2,0.83,2163,72.1,8.0,4.0,7.0,10.0,0.9433,2714.0,24.0,33.0,52.0,28.0,0.0,0.0,Liga,40.0,8.0,5.0,6.0
1222,MD,6.08,33,0.93,2,0.88,2538,76.91,15.0,4.0,7.0,10.0,0.9154,2617.0,34.0,26.0,56.03,33.0,0.0,0.0,Liga,30.0,8.0,4.5,5.75
1223,MD,5.81,37,0.85,2,0.92,2861,77.32,7.5,7.0,13.0,13.0,0.8181,1847.0,44.0,30.0,55.03,33.0,0.0,0.0,Liga,22.0,8.0,4.0,6.0
1224,MO,5.77,28,0.9,2,0.89,1958,69.93,11.0,5.0,9.0,12.0,0.8581,1453.0,15.0,21.0,50.78,30.0,0.0,0.0,Liga,24.0,7.5,4.5,5.25
1225,MD,5.74,33,0.99,2,0.85,2498,75.7,9.5,9.0,12.0,8.0,0.7704,1966.0,19.0,49.0,53.6,74.0,0.0,0.0,Liga,19.0,7.5,4.0,5.5
1226,DC,5.7,28,0.84,2,0.93,2421,86.46,11.0,1.0,1.0,3.0,0.8798,1654.0,23.0,25.0,65.24,19.0,0.0,0.0,Liga,18.0,7.5,3.5,5.5
1227,MO,5.7,30,0.97,2,0.8,1935,64.5,11.0,7.0,12.0,3.0,0.8384,1682.0,7.0,21.0,58.6,33.0,0.0,0.0,Liga,31.0,8.0,4.0,5.0
1228,MO,5.6,30,0.87,2,0.63,1606,53.53,5.5,3.0,5.0,13.0,0.8641,1099.0,11.0,12.0,52.15,6.0,0.0,0.0,Liga,18.0,8.0,4.0,5.0
1229,DL,5.58,24,1.0,2,0.58,1419,59.13,10.0,3.0,12.0,21.0,0.8511,1588.0,12.0,19.0,46.39,11.0,0.0,0.0,Liga,17.0,8.0,4.0,5.0
1230,MO,5.57,22,0.66,2,0.64,1128,51.27,4.0,3.0,6.0,12.0,0.8675,933.0,7.0,27.0,56.95,15.0,0.0,0.0,Liga,25.0,7.0,4.5,5.0
1231,MO,5.53,36,0.96,2,0.83,2543,70.64,18.0,4.0,6.0,22.0,0.8718,1634.0,19.0,33.0,48.17,74.0,0.0,0.0,Liga,19.0,8.0,3.5,5.5
1232,MO,5.47,34,0.7,2,0.85,2549,74.97,8.5,4.0,4.0,21.0,0.8473,1822.0,20.0,42.0,48.81,31.0,0.0,0.0,Liga,21.0,7.5,4.5,5.5
1233,MO,5.46,25,1.01,2,0.4,1060,42.4,4.0,4.0,3.0,10.0,0.8668,738.0,2.0,10.0,51.2,13.0,0.0,0.0,Liga,17.0,8.0,3.0,5.0
1234,MO,5.43,15,0.78,2,0.8,964,64.27,4.5,2.0,3.0,6.0,0.8616,680.0,1.0,5.0,48.98,21.0,0.0,0.0,Liga,1.0,7.0,4.0,0.0
1235,DC,5.37,31,1.05,2,1.0,2766,89.23,13.0,3.0,4.0,1.0,0.8325,1449.0,31.0,22.0,60.08,42.0,0.0,0.0,Liga,20.0,7.5,3.0,5.0
1236,MD,5.35,33,0.81,2,1.0,2952,89.45,5.0,0.0,0.0,4.0,0.8693,2021.0,35.0,40.0,50.32,58.0,0.0,0.0,Liga,19.0,7.0,4.0,5.0
1237,A,5.26,17,0.92,2,0.59,921,54.18,4.0,2.0,1.0,9.0,0.7859,569.0,8.0,10.0,45.99,18.0,0.0,0.0,Liga,26.0,7.0,4.0,0.0
1238,MO,5.22,29,0.71,2,0.38,1151,39.69,4.0,2.0,3.0,6.0,0.7776,755.0,10.0,11.0,39.42,14.0,0.0,0.0,Liga,12.0,7.0,4.0,5.0
1239,MO,5.21,28,0.81,2,0.46,1158,41.36,2.0,2.0,3.0,7.0,0.7705,745.0,12.0,21.0,63.19,14.0,0.0,0.0,Liga,7.0,7.0,3.5,5.0
1240,MO,5.21,33,0.65,2,0.58,1769,53.61,4.0,0.0,2.0,8.0,0.8222,1313.0,24.0,25.0,49.08,22.0,0.0,0.0,Liga,21.0,7.0,4.0,5.0
1241,MO,5.19,27,0.46,2,0.15,703,26.04,0.0,1.0,1.0,4.0,0.7937,543.0,7.0,5.0,45.31,2.0,0.0,0.0,Liga,10.0,6.5,4.5,5.0
1242,A,5.14,35,0.58,2,0.17,945,27.0,1.0,3.0,2.0,8.0,0.5967,480.0,6.0,8.0,50.67,14.0,0.0,0.0,Liga,11.0,7.0,4.5,5.0
1243,MD,5.12,29,0.86,2,0.69,1626,56.07,5.0,1.0,1.0,6.0,0.8352,1194.0,12.0,17.0,40.61,38.0,0.0,0.0,Liga,8.0,7.5,3.5,5.0
1244,DL,5.11,35,1.04,2,0.97,2978,85.09,13.0,4.0,4.0,20.0,0.7107,1728.0,27.0,48.0,54.99,32.0,0.0,0.0,Liga,14.0,7.0,3.0,5.0
1245,DL,5.08,38,0.99,2,1.0,3408,89.68,11.0,3.0,0.0,17.0,0.8049,2555.0,45.0,55.0,54.81,23.0,0.0,0.0,Liga,16.0,7.0,3.0,5.0
1246,MD,5.08,20,0.71,2,0.6,965,48.25,0.0,2.0,2.0,8.0,0.8336,608.0,4.0,9.0,43.43,34.0,0.0,0.0,Liga,1.0,6.5,4.0,4.25
1247,DC,5.03,32,0.9,2,0.97,2683,83.84,7.0,0.0,0.0,5.0,0.7996,1762.0,47.0,18.0,58.7,54.0,0.0,0.0,Liga,18.0,6.5,3.5,4.75
1248,DL,5.01,34,0.71,2,0.79,2396,70.47,5.5,3.0,7.0,16.0,0.8411,1724.0,18.0,25.0,49.54,24.0,0.0,0.0,Liga,18.0,6.5,3.5,5.0
1249,MO,5.0,35,0.8,2,0.74,2125,60.71,8.0,2.0,2.0,10.0,0.7628,1106.0,4.0,12.0,40.15,60.0,0.0,0.0,Liga,15.0,7.5,3.5,5.0
1250,MO,4.87,19,1.33,2,0.26,708,37.26,2.0,1.0,2.0,1.0,0.7386,370.0,5.0,10.0,45.65,4.0,0.0,0.0,Liga,7.0,6.5,4.0,0.0
1251,DC,4.73,22,0.75,2,0.73,1502,68.27,7.0,0.0,1.0,3.0,0.6055,761.0,15.0,28.0,50.0,27.0,0.0,0.0,Liga,5.0,7.0,3.0,4.0
1252,A,4.71,28,0.64,2,0.43,1219,43.54,4.0,0.0,2.0,13.0,0.7489,522.0,5.0,17.0,43.35,35.0,0.0,0.0,Liga,9.0,6.5,3.5,4.5
1253,A,4.64,28,0.51,2,0.21,717,25.61,1.5,1.0,2.0,2.0,0.7022,360.0,1.0,6.0,41.03,9.0,0.0,0.0,Liga,8.0,6.0,4.0,4.5
1254,A,4.57,35,0.63,2,0.2,998,28.51,0.5,0.0,4.0,10.0,0.6909,469.0,1.0,3.0,44.39,26.0,0.0,0.0,Liga,7.0,6.5,3.5,4.5
