,Poste,Note,Nb match,Variation,But,%Titu,Temps,Tps moy,Cleansheet,Pass decis.,Occas° créée,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Ligue,Valeur_Joueur,Note_Max,Note_Min_Sans_Zero,Note_Mediane
1255,A,4.44,25,0.88,2,0.2,649,25.96,2.5,0.0,1.0,2.0,0.5872,339.0,0.0,6.0,45.11,19.0,0.0,0.0,Liga,10.0,7.0,2.0,4.0
1256,A,4.43,27,0.55,2,0.11,596,22.07,0.0,0.0,0.0,3.0,0.7041,295.0,2.0,4.0,37.61,15.0,0.0,0.0,Liga,7.0,6.5,4.0,4.0
1257,MO,5.82,30,1.05,1,0.87,2340,78.0,4.0,5.0,11.0,14.0,0.8759,1935.0,30.0,20.0,62.0,13.0,0.0,0.0,Liga,23.0,8.0,4.0,5.25
1258,MO,5.62,34,0.91,1,0.97,2876,84.59,8.5,0.0,0.0,4.0,0.874,2196.0,40.0,72.0,60.1,45.0,0.0,0.0,Liga,18.0,7.0,3.5,5.5
1259,MD,5.61,22,0.74,1,0.95,1710,77.73,9.5,2.0,7.0,22.0,0.8542,1040.0,17.0,16.0,43.79,30.0,0.0,0.0,Liga,20.0,7.5,4.5,5.0
1260,DL,5.61,23,0.74,1,0.91,1840,80.0,9.0,3.0,1.0,8.0,0.8917,1320.0,13.0,11.0,53.33,9.0,0.0,0.0,Liga,18.0,7.0,4.0,5.0
1261,DC,5.57,23,0.77,1,0.96,1764,76.7,9.0,1.0,1.0,3.0,0.941,1662.0,20.0,15.0,60.34,18.0,0.0,0.0,Liga,14.0,7.0,4.0,5.0
1262,DC,5.53,29,0.99,1,0.97,2428,83.72,20.0,3.0,5.0,12.0,0.8816,2292.0,20.0,25.0,58.29,22.0,0.0,0.0,Liga,22.0,7.5,3.5,5.25
1263,MO,5.48,27,0.73,1,0.63,1257,46.56,6.5,3.0,2.0,4.0,0.8767,993.0,7.0,18.0,52.94,7.0,0.0,0.0,Liga,13.0,7.5,4.5,5.0
1264,DL,5.44,33,0.85,1,0.91,2476,75.03,18.0,6.0,6.0,15.0,0.903,2044.0,12.0,31.0,53.7,26.0,0.0,0.0,Liga,14.0,8.0,4.0,5.0
1265,DC,5.42,19,1.11,1,0.84,1448,76.21,7.0,0.0,0.0,2.0,0.8089,1045.0,22.0,20.0,55.2,13.0,0.0,0.0,Liga,15.0,7.5,3.0,1.5
1266,MD,5.39,36,0.96,1,0.97,3101,86.14,11.5,3.0,5.0,3.0,0.8526,2149.0,38.0,34.0,54.17,50.0,0.0,0.0,Liga,18.0,8.0,3.0,5.0
1267,MD,5.37,35,1.01,1,0.89,2744,78.4,5.5,6.0,9.0,14.0,0.8154,1760.0,25.0,26.0,42.61,50.0,0.0,0.0,Liga,17.0,8.5,3.5,5.25
1268,DL,5.34,31,0.8,1,1.0,2714,87.55,5.5,3.0,10.0,38.0,0.7931,2074.0,23.0,47.0,63.45,13.0,0.0,0.0,Liga,16.0,7.5,4.0,5.0
1269,MO,5.34,19,0.75,1,0.58,1064,56.0,2.5,1.0,4.0,8.0,0.8967,686.0,5.0,4.0,49.46,6.0,0.0,0.0,Liga,6.0,8.0,4.5,2.25
1270,DC,5.32,33,0.85,1,0.79,2410,73.03,11.0,0.0,0.0,3.0,0.9113,1838.0,19.0,18.0,59.65,13.0,0.0,0.0,Liga,18.0,7.0,3.0,5.0
1271,DL,5.31,24,0.6,1,0.46,1161,48.38,5.0,0.0,0.0,2.0,0.8759,1129.0,9.0,10.0,68.0,10.0,0.0,0.0,Liga,11.0,7.0,4.5,5.0
1272,MD,5.31,24,0.75,1,0.54,1075,44.79,6.0,0.0,0.0,2.0,0.8454,821.0,18.0,17.0,47.3,25.0,0.0,0.0,Liga,12.0,7.0,4.0,5.0
1273,DC,5.31,34,1.02,1,1.0,3055,89.85,13.0,0.0,2.0,6.0,0.8484,2558.0,14.0,25.0,60.85,20.0,0.0,0.0,Liga,22.0,7.0,3.0,5.5
1274,DC,5.3,15,0.88,1,1.0,1339,89.27,4.5,0.0,0.0,2.0,0.8053,924.0,16.0,8.0,59.14,13.0,0.0,0.0,Liga,12.0,7.0,3.0,0.0
1275,DC,5.29,28,1.15,1,0.96,2337,83.46,8.0,1.0,3.0,3.0,0.7736,1687.0,48.0,24.0,62.7,22.0,0.0,0.0,Liga,17.0,7.0,2.5,5.0
1276,MD,5.28,16,1.2,1,0.94,1177,73.56,3.5,3.0,3.0,4.0,0.8594,771.0,22.0,22.0,55.98,30.0,0.0,0.0,Liga,9.0,8.0,4.0,0.0
1277,MO,5.27,15,1.03,1,0.53,720,48.0,0.0,1.0,2.0,10.0,0.8469,483.0,2.0,14.0,55.45,9.0,0.0,0.0,Liga,5.0,7.5,3.5,0.0
1278,DC,5.25,24,0.99,1,0.92,1961,81.71,8.0,0.0,3.0,2.0,0.8771,1614.0,19.0,47.0,56.75,40.0,0.0,0.0,Liga,13.0,7.0,3.5,4.5
1279,MO,5.25,34,0.71,1,0.53,1883,55.38,3.0,2.0,4.0,8.0,0.85,1354.0,13.0,14.0,59.59,14.0,0.0,0.0,Liga,11.0,7.0,3.5,5.0
1280,DL,5.24,25,0.66,1,0.48,1154,46.16,2.0,2.0,4.0,11.0,0.772,791.0,7.0,18.0,50.0,13.0,0.0,0.0,Liga,9.0,7.0,4.0,5.0
1281,MD,5.23,26,0.84,1,0.62,1372,52.77,3.5,1.0,2.0,2.0,0.8172,1062.0,22.0,25.0,47.37,16.0,0.0,0.0,Liga,12.0,7.0,4.0,4.75
1282,MO,5.23,26,0.62,1,0.5,986,37.92,4.5,3.0,2.0,11.0,0.804,591.0,8.0,21.0,41.44,12.0,0.0,0.0,Liga,12.0,7.0,4.5,5.0
1283,DC,5.23,24,0.87,1,0.63,1414,58.92,6.5,0.0,1.0,1.0,0.876,1414.0,17.0,16.0,54.81,18.0,0.0,0.0,Liga,11.0,6.5,3.0,5.0
1284,MD,5.23,33,0.8,1,0.94,2488,75.39,8.0,0.0,0.0,10.0,0.7732,1528.0,41.0,31.0,53.35,63.0,0.0,0.0,Liga,5.0,7.0,3.5,5.0
1285,MO,5.23,33,0.87,1,0.64,1810,54.85,3.0,3.0,4.0,19.0,0.7405,1027.0,14.0,34.0,46.72,25.0,0.0,0.0,Liga,11.0,8.0,4.0,5.0
1286,MO,5.21,36,0.95,1,0.78,2316,64.33,8.5,2.0,3.0,14.0,0.7869,1669.0,20.0,34.0,49.32,57.0,0.0,0.0,Liga,28.0,7.0,3.5,5.0
1287,MD,5.21,24,0.72,1,0.54,1035,43.13,6.0,1.0,2.0,6.0,0.7897,714.0,11.0,13.0,46.72,17.0,0.0,0.0,Liga,12.0,7.0,4.0,4.75
1288,MO,5.2,25,0.74,1,0.52,1122,44.88,5.5,1.0,4.0,6.0,0.8549,697.0,8.0,14.0,59.15,9.0,0.0,0.0,Liga,9.0,7.5,4.0,5.0
1289,MD,5.18,28,0.51,1,0.25,977,34.89,3.5,1.0,1.0,6.0,0.7814,604.0,12.0,10.0,48.42,17.0,0.0,0.0,Liga,15.0,6.5,4.5,5.0
1290,MO,5.17,26,0.93,1,0.35,1068,41.08,2.5,3.0,4.0,11.0,0.7692,711.0,7.0,20.0,53.49,10.0,0.0,0.0,Liga,9.0,7.5,3.5,5.0
1291,MD,5.17,26,0.9,1,0.69,1410,54.23,3.0,1.0,1.0,3.0,0.8763,981.0,18.0,14.0,51.67,33.0,0.0,0.0,Liga,8.0,8.0,3.5,5.0
1292,MD,5.16,34,0.78,1,0.79,2433,71.56,5.0,1.0,0.0,7.0,0.7767,1309.0,48.0,66.0,56.74,65.0,0.0,0.0,Liga,11.0,7.0,3.5,5.0
1293,MD,5.16,32,0.87,1,0.69,1984,62.0,1.5,2.0,1.0,1.0,0.7711,1482.0,37.0,32.0,55.93,51.0,0.0,0.0,Liga,10.0,7.0,3.5,5.0
1294,DL,5.15,23,0.86,1,0.83,1680,73.04,6.5,1.0,0.0,1.0,0.8132,1263.0,19.0,22.0,56.11,20.0,0.0,0.0,Liga,5.0,6.5,3.0,4.75
1295,DC,5.15,27,0.97,1,0.67,1632,60.44,8.5,1.0,1.0,2.0,0.9287,1370.0,19.0,16.0,56.67,16.0,0.0,0.0,Liga,11.0,7.0,3.0,5.0
1296,DC,5.14,25,0.73,1,0.52,1117,44.68,2.5,2.0,2.0,3.0,0.8238,916.0,8.0,12.0,61.76,9.0,0.0,0.0,Liga,12.0,7.0,3.5,5.0
1297,MO,5.14,18,0.92,1,0.83,1128,62.67,6.5,1.0,3.0,6.0,0.738,554.0,3.0,16.0,40.48,32.0,0.0,0.0,Liga,7.0,7.0,3.5,0.0
1298,MD,5.13,31,0.91,1,0.68,1788,57.68,6.5,3.0,2.0,9.0,0.8275,1491.0,24.0,24.0,55.0,16.0,0.0,0.0,Liga,14.0,7.5,2.5,5.0
1299,MD,5.11,32,0.62,1,0.5,1246,38.94,2.5,2.0,4.0,12.0,0.7728,692.0,6.0,11.0,38.31,24.0,0.0,0.0,Liga,10.0,7.0,4.0,5.0
1300,MD,5.11,37,0.79,1,0.68,2445,66.08,4.5,3.0,1.0,13.0,0.786,1735.0,18.0,40.0,47.47,35.0,0.0,0.0,Liga,11.0,7.0,3.0,5.0
1301,DC,5.11,23,0.77,1,0.83,1674,72.78,3.0,0.0,0.0,1.0,0.813,1148.0,29.0,22.0,57.96,22.0,0.0,0.0,Liga,7.0,6.5,3.5,4.5
1302,DC,5.1,21,0.72,1,0.86,1504,71.62,1.0,0.0,0.0,0.0,0.8176,973.0,31.0,9.0,58.97,12.0,0.0,0.0,Liga,5.0,7.0,4.0,4.0
1303,MD,5.1,25,0.58,1,0.4,957,38.28,1.0,1.0,1.0,5.0,0.8496,628.0,6.0,8.0,47.27,7.0,0.0,0.0,Liga,8.0,7.0,4.5,4.75
1304,MD,5.09,16,0.49,1,0.56,749,46.81,3.5,0.0,2.0,2.0,0.8692,416.0,9.0,12.0,50.79,11.0,0.0,0.0,Liga,1.0,6.5,4.5,0.0
1305,MO,5.09,34,0.56,1,0.35,1242,36.53,4.0,2.0,0.0,12.0,0.8158,1139.0,15.0,20.0,41.46,22.0,0.0,0.0,Liga,10.0,6.5,3.5,5.0
1306,MO,5.09,27,0.75,1,0.56,1315,48.7,4.0,6.0,7.0,17.0,0.705,750.0,5.0,10.0,40.43,18.0,0.0,0.0,Liga,9.0,7.0,4.0,4.5
1307,MD,5.08,25,0.47,1,0.36,1034,41.36,2.0,1.0,1.0,5.0,0.8022,523.0,12.0,20.0,53.45,16.0,0.0,0.0,Liga,5.0,6.0,4.5,4.75
1308,DC,5.08,31,0.9,1,0.94,2547,82.16,10.5,1.0,1.0,3.0,0.8519,1796.0,20.0,18.0,51.38,44.0,0.0,0.0,Liga,16.0,7.0,3.0,5.0
1309,DC,5.05,28,1.03,1,0.96,2215,79.11,11.0,0.0,0.0,1.0,0.7461,1241.0,42.0,28.0,63.21,47.0,0.0,0.0,Liga,7.0,8.0,3.5,4.25
1310,MD,5.04,25,0.63,1,0.72,1673,66.92,2.5,0.0,3.0,1.0,0.7246,749.0,14.0,19.0,51.32,21.0,0.0,0.0,Liga,9.0,7.0,3.5,4.75
1311,DL,5.02,24,0.74,1,0.38,909,37.88,2.5,0.0,0.0,6.0,0.8147,602.0,6.0,11.0,48.86,12.0,0.0,0.0,Liga,7.0,8.0,4.0,4.5
1312,MD,5.02,25,0.99,1,0.76,1633,65.32,4.0,4.0,3.0,3.0,0.8379,1225.0,19.0,14.0,47.53,35.0,0.0,0.0,Liga,9.0,8.0,3.5,4.5
1313,MD,5.02,22,0.5,1,0.32,758,34.45,0.0,0.0,0.0,7.0,0.7397,428.0,11.0,14.0,51.02,10.0,0.0,0.0,Liga,9.0,6.5,4.0,4.5
1314,DC,5.0,16,0.97,1,0.94,1184,74.0,4.5,1.0,0.0,1.0,0.899,811.0,10.0,6.0,50.63,20.0,0.0,0.0,Liga,5.0,6.5,3.5,0.0
1315,MD,5.0,17,1.41,1,0.65,928,54.59,5.0,0.0,1.0,1.0,0.8112,386.0,6.0,11.0,53.76,7.0,0.0,0.0,Liga,9.0,7.0,4.5,0.0
1316,A,5.0,33,0.71,1,0.67,2047,62.03,8.5,1.0,4.0,8.0,0.7244,971.0,28.0,26.0,50.0,23.0,0.0,0.0,Liga,9.0,7.0,4.0,5.0
1317,DL,5.0,30,0.8,1,0.97,2412,80.4,5.0,7.0,6.0,25.0,0.6636,1375.0,22.0,27.0,47.43,32.0,0.0,0.0,Liga,7.0,6.5,3.0,4.5
1318,MO,5.0,19,0.65,1,0.26,577,30.37,1.0,2.0,5.0,11.0,0.7199,315.0,1.0,10.0,43.81,11.0,0.0,0.0,Liga,7.0,6.5,4.0,2.0
1319,MD,4.98,32,0.71,1,0.38,1268,39.63,3.5,0.0,0.0,0.0,0.8024,924.0,22.0,30.0,46.63,38.0,0.0,0.0,Liga,8.0,7.5,3.5,5.0
1320,DC,4.97,29,0.79,1,0.9,2373,81.83,8.5,0.0,2.0,4.0,0.7911,1762.0,24.0,32.0,49.58,39.0,0.0,0.0,Liga,12.0,7.0,3.5,4.5
1321,DL,4.96,23,0.78,1,0.74,1439,62.57,5.5,0.0,3.0,11.0,0.7256,991.0,27.0,18.0,51.57,19.0,0.0,0.0,Liga,8.0,6.5,3.0,4.25
1322,DL,4.95,29,0.7,1,0.93,2405,82.93,7.5,1.0,2.0,14.0,0.8479,1942.0,36.0,33.0,59.53,31.0,0.0,0.0,Liga,14.0,6.0,3.0,4.75
1323,DL,4.95,37,0.81,1,0.86,2824,76.32,9.0,6.0,4.0,24.0,0.7643,2273.0,29.0,35.0,47.2,43.0,0.0,0.0,Liga,12.0,7.0,3.0,5.0
1324,A,4.94,34,1.0,1,0.76,2307,67.85,5.0,5.0,2.0,28.0,0.7807,1346.0,12.0,35.0,44.05,22.0,0.0,0.0,Liga,12.0,7.5,3.5,4.5
1325,DC,4.93,35,1.01,1,1.0,3105,88.71,10.5,1.0,2.0,3.0,0.817,2157.0,26.0,15.0,57.94,32.0,0.0,0.0,Liga,15.0,7.0,3.0,4.75
1326,DL,4.88,28,0.66,1,0.93,1958,69.93,8.5,1.0,3.0,5.0,0.6126,1224.0,15.0,30.0,46.43,43.0,0.0,0.0,Liga,8.0,6.0,3.5,5.0
1327,DC,4.87,19,0.91,1,0.89,1427,75.11,3.0,0.0,1.0,0.0,0.7873,1005.0,9.0,12.0,59.42,11.0,0.0,0.0,Liga,11.0,7.5,3.0,1.5
1328,DC,4.8,20,0.94,1,0.7,1226,61.3,3.0,1.0,0.0,2.0,0.7447,1067.0,14.0,3.0,59.84,12.0,0.0,0.0,Liga,7.0,7.0,3.0,3.0
1329,A,4.8,15,0.7,1,0.47,705,47.0,2.5,0.0,0.0,3.0,0.5563,297.0,1.0,9.0,51.91,21.0,0.0,0.0,Liga,11.0,7.0,4.0,0.0
1330,DC,4.8,27,1.24,1,0.89,2157,79.89,7.5,0.0,0.0,1.0,0.8168,1252.0,28.0,29.0,64.52,16.0,0.0,0.0,Liga,9.0,7.0,2.0,4.25
1331,DC,4.8,25,1.0,1,0.92,2049,81.96,6.5,1.0,2.0,5.0,0.5772,1147.0,28.0,18.0,57.42,35.0,0.0,0.0,Liga,9.0,7.5,3.0,4.0
1332,DL,4.79,29,0.84,1,0.93,2298,79.24,2.0,0.0,3.0,20.0,0.8009,1349.0,14.0,16.0,50.3,20.0,0.0,0.0,Liga,8.0,6.5,3.0,4.5
1333,DC,4.78,16,0.88,1,0.56,702,43.88,2.0,0.0,0.0,1.0,0.7086,432.0,10.0,5.0,59.15,10.0,0.0,0.0,Liga,8.0,6.0,3.0,0.0
1334,DC,4.77,32,0.91,1,0.88,2395,74.84,7.5,0.0,0.0,2.0,0.7878,1475.0,47.0,25.0,54.87,34.0,0.0,0.0,Liga,9.0,6.0,3.0,4.5
1335,DC,4.74,25,1.19,1,0.76,1608,64.32,3.0,0.0,0.0,3.0,0.7926,1186.0,39.0,11.0,58.91,13.0,0.0,0.0,Liga,10.0,7.5,2.0,4.0
1336,DC,4.73,32,0.79,1,0.66,2142,66.94,6.5,0.0,2.0,15.0,0.5785,1316.0,23.0,36.0,48.42,44.0,0.0,0.0,Liga,8.0,7.0,3.0,5.0
1337,A,4.71,21,0.78,1,0.43,755,35.95,1.0,2.0,5.0,5.0,0.6386,266.0,0.0,4.0,53.93,5.0,0.0,0.0,Liga,8.0,6.5,3.5,3.75
1338,DC,4.68,19,0.9,1,0.84,1370,72.11,2.0,0.0,0.0,1.0,0.866,926.0,16.0,14.0,70.09,13.0,0.0,0.0,Liga,7.0,6.0,2.5,1.25
1339,A,4.67,18,0.73,1,0.28,434,24.11,3.0,1.0,2.0,2.0,0.5262,206.0,3.0,8.0,35.63,17.0,0.0,0.0,Liga,7.0,7.0,4.0,0.0
1340,DL,4.66,16,1.45,1,0.69,1153,72.06,1.5,2.0,1.0,4.0,0.6756,720.0,11.0,13.0,48.19,7.0,0.0,0.0,Liga,9.0,6.5,3.5,0.0
1341,DC,4.64,21,0.64,1,0.71,1486,70.76,1.0,0.0,0.0,1.0,0.7843,996.0,15.0,15.0,52.63,10.0,0.0,0.0,Liga,8.0,6.0,3.5,4.0
1342,A,4.6,15,0.78,1,0.33,538,35.87,1.0,0.0,1.0,8.0,0.639,247.0,2.0,3.0,51.61,6.0,0.0,0.0,Liga,7.0,7.0,3.5,0.0
1343,A,4.56,18,0.45,1,0.11,435,24.17,1.5,0.0,1.0,3.0,0.517,263.0,1.0,4.0,50.29,21.0,0.0,0.0,Liga,7.0,6.0,4.0,0.0
1344,A,4.53,17,0.48,1,0.12,381,22.41,0.0,0.0,0.0,3.0,0.6856,140.0,1.0,1.0,42.22,9.0,0.0,0.0,Liga,6.0,6.0,4.0,0.0
1345,A,4.52,30,0.64,1,0.4,1375,45.83,4.0,1.0,3.0,12.0,0.709,484.0,1.0,11.0,42.0,20.0,0.0,0.0,Liga,9.0,7.0,3.0,4.5
1346,A,4.5,26,0.53,1,0.08,397,15.27,0.0,1.0,3.0,1.0,0.4821,159.0,0.0,0.0,26.74,5.0,0.0,0.0,Liga,8.0,6.0,4.0,4.0
1347,A,4.48,28,0.66,1,0.5,1439,51.39,7.0,1.0,0.0,13.0,0.6767,574.0,3.0,4.0,38.93,43.0,0.0,0.0,Liga,5.0,6.0,3.0,4.0
1348,A,4.48,24,0.5,1,0.33,623,25.96,3.0,0.0,1.0,2.0,0.6366,265.0,1.0,4.0,44.53,17.0,0.0,0.0,Liga,7.0,6.0,3.5,4.0
1349,A,4.44,26,0.7,1,0.62,1299,49.96,5.5,1.0,1.0,7.0,0.6924,483.0,4.0,7.0,34.91,42.0,0.0,0.0,Liga,9.0,6.0,3.0,4.0
1350,A,4.38,17,0.84,1,0.18,437,25.71,0.0,0.0,1.0,2.0,0.579,148.0,0.0,1.0,52.24,8.0,0.0,0.0,Liga,2.0,6.5,2.0,0.0
1351,MD,5.95,30,0.85,0,0.93,2347,78.23,17.5,4.0,4.0,4.0,0.8816,2240.0,29.0,26.0,57.54,32.0,0.0,0.0,Liga,25.0,8.0,5.0,5.5
1352,G,5.83,21,1.02,0,1.0,1890,90.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,21.0,Liga,15.0,7.0,4.0,4.25
1353,MD,5.79,33,0.79,0,0.73,2120,64.24,7.5,4.0,4.0,7.0,0.9373,2078.0,49.0,40.0,65.41,35.0,0.0,0.0,Liga,27.0,7.5,4.5,5.5
1354,G,5.75,34,1.3,0,1.0,3060,90.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,41.0,Liga,20.0,8.0,3.0,6.0
1355,G,5.73,31,0.89,0,1.0,2790,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,39.0,Liga,35.0,8.5,4.0,5.5
1356,G,5.7,15,0.73,0,0.87,1268,84.53,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,16.0,Liga,14.0,7.0,4.0,0.0
1357,G,5.68,38,1.37,0,1.0,3420,90.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,51.0,Liga,21.0,8.5,1.5,6.0
1358,G,5.67,38,0.75,0,1.0,3348,88.11,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,23.0,Liga,22.0,7.0,3.5,6.0
1359,G,5.66,28,1.39,0,1.0,2508,89.57,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,37.0,Liga,18.0,7.5,1.5,5.0
1360,G,5.62,38,0.85,0,1.0,3420,90.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,33.0,Liga,24.0,7.0,3.0,6.0
1361,DC,5.61,22,0.71,0,0.95,1804,82.0,14.5,2.0,1.0,5.0,0.876,1471.0,11.0,18.0,64.24,16.0,0.0,0.0,Liga,21.0,7.0,4.0,5.0
1362,MO,5.58,30,0.79,0,0.63,1567,52.23,9.5,4.0,1.0,11.0,0.9254,1809.0,27.0,30.0,53.19,17.0,0.0,0.0,Liga,17.0,7.0,4.0,5.0
1363,G,5.54,26,1.16,0,1.0,2340,90.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,24.0,Liga,15.0,8.0,3.5,4.5
1364,MO,5.52,33,0.59,0,0.91,2560,77.58,15.0,3.0,1.0,9.0,0.8814,2332.0,19.0,38.0,50.72,20.0,0.0,0.0,Liga,34.0,6.5,4.0,5.5
1365,G,5.5,28,0.85,0,1.0,2494,89.07,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,30.0,Liga,20.0,7.0,4.0,5.0
1366,MD,5.48,20,0.8,0,0.5,1001,50.05,4.0,2.0,2.0,0.0,0.8539,797.0,27.0,22.0,61.16,17.0,0.0,0.0,Liga,8.0,7.5,4.5,4.5
1367,G,5.47,36,1.21,0,1.0,3240,90.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,36.0,Liga,18.0,8.0,3.0,5.5
1368,G,5.46,28,1.14,0,1.0,2520,90.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,39.0,Liga,16.0,8.0,3.5,4.75
1369,MD,5.46,37,0.74,0,0.57,2002,54.11,11.0,1.0,2.0,5.0,0.8877,1910.0,19.0,49.0,57.91,39.0,0.0,0.0,Liga,22.0,7.0,4.5,5.5
1370,G,5.46,36,1.28,0,1.0,3240,90.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,47.0,Liga,15.0,8.0,3.0,5.0
1371,MO,5.43,30,0.72,0,0.93,2454,81.8,10.5,1.0,2.0,8.0,0.843,1526.0,29.0,35.0,49.11,60.0,0.0,0.0,Liga,13.0,7.0,4.0,5.0
1372,G,5.42,37,1.3,0,1.0,3285,88.78,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,40.0,Liga,16.0,8.0,2.0,5.5
1373,G,5.41,22,1.09,0,1.0,1980,90.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,21.0,Liga,14.0,7.5,2.5,4.25
1374,MO,5.33,27,0.62,0,0.81,1861,68.93,6.0,3.0,0.0,6.0,0.7886,1201.0,32.0,30.0,55.31,28.0,0.0,0.0,Liga,13.0,6.0,3.5,5.0
1375,DL,5.33,27,0.99,0,0.93,2202,81.56,12.0,1.0,2.0,9.0,0.803,1288.0,20.0,51.0,58.64,16.0,0.0,0.0,Liga,15.0,7.5,3.0,5.0
1376,DL,5.32,22,0.96,0,1.0,1861,84.59,10.0,0.0,0.0,4.0,0.862,1362.0,29.0,43.0,61.5,32.0,0.0,0.0,Liga,5.0,7.0,3.0,4.5
1377,G,5.3,38,1.03,0,1.0,3420,90.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,40.0,Liga,14.0,7.0,3.0,5.25
1378,G,5.29,17,1.13,0,1.0,1530,90.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,16.0,Liga,22.0,7.0,3.0,0.0
1379,A,5.27,30,0.69,0,0.63,1692,56.4,5.0,3.0,5.0,14.0,0.8605,1374.0,5.0,15.0,60.61,13.0,0.0,0.0,Liga,10.0,7.0,4.0,5.0
1380,MO,5.25,22,0.48,0,0.09,471,21.41,0.5,2.0,2.0,4.0,0.8278,405.0,3.0,4.0,55.81,1.0,0.0,0.0,Liga,11.0,6.5,4.5,5.0
1381,G,5.24,17,0.87,0,1.0,1461,85.94,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,14.0,Liga,13.0,7.0,4.0,0.0
1382,MD,5.24,33,0.74,0,0.76,2254,68.3,7.0,0.0,1.0,0.0,0.9115,1550.0,23.0,22.0,58.08,20.0,0.0,0.0,Liga,12.0,7.0,4.0,5.0
1383,MD,5.22,29,0.58,0,0.9,2066,71.24,7.0,0.0,0.0,7.0,0.7814,818.0,38.0,31.0,55.37,25.0,0.0,0.0,Liga,9.0,6.0,4.0,5.0
1384,DC,5.22,25,0.79,0,0.72,1770,70.8,5.0,0.0,2.0,2.0,0.8594,1126.0,22.0,19.0,57.23,23.0,0.0,0.0,Liga,11.0,7.0,3.5,4.75
1385,DL,5.21,26,0.76,0,0.77,1637,62.96,8.0,3.0,4.0,19.0,0.7912,1103.0,17.0,26.0,48.5,20.0,0.0,0.0,Liga,9.0,7.0,4.0,4.75
1386,MO,5.21,28,0.52,0,0.57,1489,53.18,6.5,2.0,2.0,8.0,0.8684,807.0,10.0,18.0,37.09,33.0,0.0,0.0,Liga,14.0,6.5,4.5,5.0
1387,DC,5.21,31,0.92,0,0.94,2516,81.16,9.5,0.0,0.0,0.0,0.8419,1637.0,48.0,29.0,64.73,27.0,0.0,0.0,Liga,14.0,7.0,3.5,5.0
1388,MD,5.2,22,0.77,0,0.86,1581,71.86,5.0,1.0,1.0,2.0,0.8754,1059.0,24.0,24.0,55.83,17.0,0.0,0.0,Liga,10.0,6.5,3.5,4.5
1389,DL,5.2,20,0.82,0,0.7,1321,66.05,4.5,1.0,0.0,9.0,0.8096,974.0,14.0,17.0,58.16,15.0,0.0,0.0,Liga,5.0,7.0,3.5,3.75
1390,DL,5.19,32,0.56,0,0.66,1980,61.88,3.0,0.0,1.0,19.0,0.8121,1563.0,21.0,13.0,56.52,7.0,0.0,0.0,Liga,11.0,6.5,4.0,5.0
1391,DL,5.19,18,0.62,0,0.94,1360,75.56,6.0,1.0,0.0,4.0,0.9232,1027.0,14.0,11.0,57.94,4.0,0.0,0.0,Liga,3.0,6.5,4.0,0.0
1392,DC,5.19,21,0.64,0,0.76,1459,69.48,5.0,0.0,0.0,0.0,0.9067,1069.0,19.0,10.0,52.17,16.0,0.0,0.0,Liga,9.0,7.0,4.0,4.5
1393,MD,5.19,34,0.74,0,0.85,2564,75.41,10.0,0.0,0.0,3.0,0.8088,1588.0,45.0,54.0,46.39,75.0,0.0,0.0,Liga,10.0,7.0,3.5,5.0
1394,MO,5.19,36,0.77,0,0.58,1889,52.47,4.5,4.0,2.0,21.0,0.7603,1236.0,37.0,46.0,55.56,27.0,0.0,0.0,Liga,15.0,6.5,3.5,5.0
1395,DC,5.14,22,0.74,0,1.0,1945,88.41,10.0,0.0,0.0,0.0,0.8745,1344.0,33.0,26.0,57.46,31.0,0.0,0.0,Liga,10.0,6.0,3.5,4.25
